sport,prop_type,prop_line,player_id,player_name,team,opponent,game_date,location,is_primetime,is_back_to_back,is_divisional,injury_status,weather_conditions,defensive_rank_against,player_avg_last_3,player_avg_last_5,player_avg_season,line_delta,prop_odds,market_movement,actual_result,actual_value,temperature,rest_days,is_playoff
nba,assists_over,9.0,joel_embiid,Joel Embiid,Philadelphia 76ers,Miami Heat,2025-04-19,home,False,False,False,healthy,indoor,16,7.9,8.4,9.1,-0.1,1.9249870648389997,stable,1,6.9,,1,False
nba,steals_under,2.3,stephen_curry,Stephen Curry,Golden State Warriors,Los Angeles Lakers,2025-03-15,away,True,False,False,healthy,indoor,17,-0.1,3.7,1.9,0.4,2.0451938539659102,up,0,0.3,,1,False
nba,steals_under,7.6,lebron_james,LeBron James,Los Angeles Lakers,Chicago Bulls,2025-04-06,away,True,False,False,healthy,indoor,29,6.0,9.7,7.8,-0.2,1.975569714102945,up,0,4.1,,1,False
nba,points_under,20.1,kevin_durant,Kevin Durant,Phoenix Suns,Boston Celtics,2025-04-22,home,False,False,False,doubtful,indoor,25,25.3,23.8,23.0,-2.9,1.8694496603327688,stable,1,18.1,,1,False
nba,rebounds_over,5.3,jayson_tatum,Jayson Tatum,Boston Celtics,Milwaukee Bucks,2025-07-14,home,True,False,False,healthy,indoor,27,4.7,7.7,6.7,-1.4,2.191087429849388,down,0,0.5,,1,False
nba,minutes_under,3.0,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Dallas Mavericks,2024-08-23,away,False,False,False,questionable,indoor,4,2.6,5.2,3.9,-0.9,2.178648986642696,down,0,2.6,,1,False
nba,blocks_under,2.9,nikola_jokic,Nikola Jokic,Denver Nuggets,Los Angeles Lakers,2025-07-13,away,False,False,False,healthy,indoor,15,3.3,0.3,2.0,0.9,2.0180097975117928,up,1,1.9,,1,False
nba,steals_under,5.2,jayson_tatum,Jayson Tatum,Boston Celtics,Phoenix Suns,2025-05-07,home,False,True,False,healthy,indoor,24,2.2,6.2,4.7,0.5,1.9797976203917727,up,1,3.7,,0,False
nba,steals_over,6.2,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Denver Nuggets,2025-01-30,away,False,True,False,doubtful,indoor,6,7.8,5.1,6.6,-0.4,2.126373592324115,down,0,0.0,,0,False
nba,steals_under,0.5,kevin_durant,Kevin Durant,Phoenix Suns,Philadelphia 76ers,2025-03-07,home,False,False,False,healthy,indoor,2,3.5,-0.4,1.1,-0.6,1.9223245465467154,stable,1,-2.2,,1,False
nba,assists_over,8.1,jayson_tatum,Jayson Tatum,Boston Celtics,Golden State Warriors,2025-02-04,away,True,False,False,questionable,indoor,16,10.3,11.3,9.9,-1.8,1.9601397969933991,up,1,3.6,,1,False
nba,blocks_over,6.2,lebron_james,LeBron James,Los Angeles Lakers,Golden State Warriors,2024-11-04,home,False,False,False,healthy,indoor,26,8.7,4.7,5.8,0.4,1.864395531203904,down,0,3.1,,1,False
nba,points_under,15.8,jayson_tatum,Jayson Tatum,Boston Celtics,Milwaukee Bucks,2025-03-02,home,False,False,False,healthy,indoor,23,17.0,15.2,16.9,-1.1,1.887098512680517,stable,1,19.6,,1,True
nba,points_under,19.3,jayson_tatum,Jayson Tatum,Boston Celtics,Miami Heat,2025-08-18,home,False,False,False,healthy,indoor,6,17.0,18.9,17.5,1.8,1.830659759275235,up,1,15.0,,1,False
nba,assists_over,3.8,stephen_curry,Stephen Curry,Golden State Warriors,Dallas Mavericks,2025-01-28,home,False,True,False,healthy,indoor,30,-0.9,2.5,2.1,1.7,1.8645945689204038,up,1,2.1,,0,False
nba,minutes_over,6.2,nikola_jokic,Nikola Jokic,Denver Nuggets,Philadelphia 76ers,2025-07-08,away,False,True,False,doubtful,indoor,22,5.5,6.8,6.2,-0.0,2.0294336305001837,up,0,7.3,,0,False
nba,minutes_under,4.7,kevin_durant,Kevin Durant,Phoenix Suns,Boston Celtics,2024-12-06,away,False,False,False,healthy,indoor,28,5.9,5.7,4.6,0.1,1.8577517270929045,stable,1,9.0,,1,False
nba,steals_over,3.3,stephen_curry,Stephen Curry,Golden State Warriors,Chicago Bulls,2025-07-27,away,False,False,False,healthy,indoor,22,1.9,5.0,3.2,0.1,1.9679316395176953,down,1,2.6,,1,True
nba,blocks_under,2.4,lebron_james,LeBron James,Los Angeles Lakers,Milwaukee Bucks,2024-11-18,away,True,False,False,healthy,indoor,15,4.9,4.2,2.3,0.1,1.8894315974639924,stable,1,6.3,,1,False
nba,threes_over,6.6,stephen_curry,Stephen Curry,Golden State Warriors,Denver Nuggets,2025-02-10,home,False,False,False,healthy,indoor,11,6.1,5.7,7.2,-0.6,2.017684264307355,stable,0,4.0,,1,False
nba,minutes_under,8.2,nikola_jokic,Nikola Jokic,Denver Nuggets,Boston Celtics,2024-12-14,home,False,False,False,healthy,indoor,4,4.6,7.9,7.5,0.7,1.819966961091567,stable,0,6.1,,1,False
nba,threes_over,3.8,nikola_jokic,Nikola Jokic,Denver Nuggets,Philadelphia 76ers,2025-06-21,away,False,True,False,questionable,indoor,15,5.6,2.8,3.7,0.1,2.008839114985379,up,0,5.5,,0,False
nba,blocks_under,5.9,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Philadelphia 76ers,2025-06-04,away,False,True,False,doubtful,indoor,16,5.8,4.5,5.6,0.3,2.0841823411260636,down,0,1.3,,0,False
nba,assists_over,2.7,kevin_durant,Kevin Durant,Phoenix Suns,Denver Nuggets,2025-03-18,away,True,False,False,questionable,indoor,10,2.5,3.8,3.2,-0.5,1.980984918644359,up,0,-1.9,,1,False
nba,assists_over,6.3,joel_embiid,Joel Embiid,Philadelphia 76ers,Los Angeles Lakers,2024-11-15,home,False,False,False,healthy,indoor,21,6.6,3.2,4.9,1.4,2.09445024397689,up,1,10.8,,1,False
nba,assists_over,8.4,stephen_curry,Stephen Curry,Golden State Warriors,Denver Nuggets,2025-05-27,away,False,False,False,doubtful,indoor,19,10.3,9.3,8.1,0.3,1.8629809493597502,up,0,5.0,,1,False
nba,steals_over,7.2,joel_embiid,Joel Embiid,Philadelphia 76ers,Miami Heat,2025-02-05,home,False,False,False,healthy,indoor,23,9.0,6.6,6.5,0.7,1.9292381848057372,down,0,2.3,,1,False
nba,points_over,22.9,joel_embiid,Joel Embiid,Philadelphia 76ers,Golden State Warriors,2024-11-05,home,True,False,False,healthy,indoor,21,22.8,20.9,20.8,2.1,1.8813762320176701,down,0,24.4,,1,False
nba,points_under,22.4,nikola_jokic,Nikola Jokic,Denver Nuggets,Los Angeles Lakers,2025-07-25,home,True,False,False,healthy,indoor,7,25.6,23.3,24.2,-1.8,1.8028586462195608,down,0,17.4,,1,False
nba,points_under,17.3,stephen_curry,Stephen Curry,Golden State Warriors,Philadelphia 76ers,2025-01-04,away,False,False,False,healthy,indoor,28,16.6,14.3,15.0,2.3,2.154851155843603,down,0,10.7,,1,False
nba,minutes_under,4.6,lebron_james,LeBron James,Los Angeles Lakers,Denver Nuggets,2025-03-12,home,False,False,False,healthy,indoor,16,4.0,6.6,4.8,-0.2,1.9672869390264482,stable,1,8.9,,1,False
nba,rebounds_over,10.0,nikola_jokic,Nikola Jokic,Denver Nuggets,Dallas Mavericks,2024-12-24,away,False,False,False,healthy,indoor,22,7.9,10.5,9.6,0.4,1.8372267402187665,up,0,4.6,,1,False
nba,points_over,25.3,stephen_curry,Stephen Curry,Golden State Warriors,Chicago Bulls,2025-01-21,home,True,True,False,questionable,indoor,6,28.3,27.5,27.3,-2.0,2.047522304905272,down,0,21.1,,0,False
nba,blocks_over,5.9,lebron_james,LeBron James,Los Angeles Lakers,Boston Celtics,2025-04-06,away,False,False,False,healthy,indoor,8,6.1,7.6,5.7,0.2,1.8025085005380796,up,1,10.1,,1,False
nba,assists_over,9.7,luka_doncic,Luka Doncic,Dallas Mavericks,Los Angeles Lakers,2024-09-13,home,False,False,False,healthy,indoor,22,10.1,9.1,9.4,0.3,1.8814714891031965,down,1,10.9,,1,False
nba,steals_under,5.6,joel_embiid,Joel Embiid,Philadelphia 76ers,Boston Celtics,2024-10-28,home,False,True,False,healthy,indoor,15,6.4,6.6,4.8,0.8,1.8410624814155794,down,0,5.1,,0,False
nba,steals_under,5.3,nikola_jokic,Nikola Jokic,Denver Nuggets,Golden State Warriors,2024-12-15,home,True,False,False,healthy,indoor,10,5.6,4.6,4.6,0.7,2.185053862758254,stable,1,8.4,,1,False
nba,points_over,19.9,stephen_curry,Stephen Curry,Golden State Warriors,Denver Nuggets,2025-07-21,home,False,False,False,healthy,indoor,13,23.2,22.7,23.0,-3.1,2.1400084366476664,stable,1,24.8,,1,False
nba,steals_over,1.3,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Denver Nuggets,2025-06-06,away,False,True,False,healthy,indoor,11,-0.8,3.8,2.1,-0.8,1.8864804568852052,stable,1,0.7,,0,False
nba,threes_over,6.6,jayson_tatum,Jayson Tatum,Boston Celtics,Denver Nuggets,2024-12-03,away,False,False,False,healthy,indoor,28,7.5,6.6,6.1,0.5,2.121641903312545,stable,1,4.2,,1,False
nba,steals_over,1.8,lebron_james,LeBron James,Los Angeles Lakers,Phoenix Suns,2025-05-02,home,False,False,False,healthy,indoor,10,2.0,2.2,1.3,0.5,1.8205180920582207,up,0,-0.3,,1,False
nba,blocks_over,3.4,nikola_jokic,Nikola Jokic,Denver Nuggets,Miami Heat,2024-12-13,home,True,False,False,healthy,indoor,19,4.6,5.6,4.3,-0.9,2.064868697358664,stable,0,-1.2,,1,False
nba,blocks_over,7.3,kevin_durant,Kevin Durant,Phoenix Suns,Miami Heat,2025-08-16,away,False,False,False,healthy,indoor,13,6.0,5.6,6.7,0.6,2.168335833390752,down,0,3.3,,1,False
nba,steals_under,5.6,luka_doncic,Luka Doncic,Dallas Mavericks,Golden State Warriors,2025-05-01,away,True,False,False,healthy,indoor,16,3.4,3.2,4.8,0.8,1.9143144442591773,up,0,4.8,,1,False
nba,threes_over,6.4,luka_doncic,Luka Doncic,Dallas Mavericks,Golden State Warriors,2024-12-14,home,False,False,False,healthy,indoor,21,7.4,4.9,6.4,0.0,1.8727780169587758,stable,1,10.2,,1,False
nba,assists_over,2.2,nikola_jokic,Nikola Jokic,Denver Nuggets,Chicago Bulls,2024-08-23,away,False,True,False,healthy,indoor,21,3.8,1.8,3.2,-1.0,2.050636768311198,up,0,-3.9,,0,False
nba,points_under,24.7,nikola_jokic,Nikola Jokic,Denver Nuggets,Milwaukee Bucks,2024-09-06,home,False,False,False,healthy,indoor,20,21.4,21.2,22.9,1.8,2.146352591043555,stable,1,25.8,,1,True
nba,minutes_over,1.5,kevin_durant,Kevin Durant,Phoenix Suns,Milwaukee Bucks,2025-01-07,home,False,False,False,doubtful,indoor,1,0.5,2.9,1.9,-0.4,1.873451660330147,up,1,2.9,,1,False
nba,threes_under,1.5,luka_doncic,Luka Doncic,Dallas Mavericks,Milwaukee Bucks,2025-01-22,home,False,False,False,healthy,indoor,2,4.8,3.9,2.4,-0.9,2.093439572447191,up,0,3.0,,1,False
nba,assists_over,2.9,jayson_tatum,Jayson Tatum,Boston Celtics,Chicago Bulls,2024-11-23,home,False,False,False,healthy,indoor,2,4.7,1.7,3.7,-0.8,2.1821639876275443,up,1,0.9,,1,False
nba,blocks_under,8.0,stephen_curry,Stephen Curry,Golden State Warriors,Los Angeles Lakers,2025-01-24,home,True,False,False,questionable,indoor,1,5.8,6.1,7.2,0.8,1.9439585759122968,up,1,9.7,,1,False
nba,assists_over,5.8,kevin_durant,Kevin Durant,Phoenix Suns,Golden State Warriors,2025-03-15,home,False,False,False,healthy,indoor,9,9.1,7.2,6.3,-0.5,2.1422225577540868,up,1,2.1,,1,True
nba,rebounds_under,12.0,nikola_jokic,Nikola Jokic,Denver Nuggets,Philadelphia 76ers,2024-12-27,home,False,False,False,healthy,indoor,3,10.1,10.4,10.8,1.2,2.1771598457963393,down,1,10.0,,1,False
nba,assists_over,3.8,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Boston Celtics,2024-11-07,away,False,False,False,healthy,indoor,9,6.5,7.3,5.6,-1.8,1.9687163151784435,stable,0,-0.3,,1,False
nba,minutes_over,4.8,jayson_tatum,Jayson Tatum,Boston Celtics,Phoenix Suns,2025-06-11,home,False,False,False,healthy,indoor,23,7.7,6.7,5.7,-0.9,2.1355264811240464,up,1,1.0,,1,True
nba,points_under,21.9,joel_embiid,Joel Embiid,Philadelphia 76ers,Dallas Mavericks,2025-03-16,away,False,True,False,healthy,indoor,18,23.0,23.4,22.3,-0.4,1.954151726055752,down,1,22.8,,0,False
nba,points_over,21.3,luka_doncic,Luka Doncic,Dallas Mavericks,Miami Heat,2025-01-30,away,False,False,False,healthy,indoor,4,25.7,23.2,22.9,-1.6,2.0022012201730712,stable,0,13.8,,1,False
nba,points_over,28.1,luka_doncic,Luka Doncic,Dallas Mavericks,Phoenix Suns,2025-07-13,home,False,False,False,questionable,indoor,12,23.5,25.8,25.7,2.4,2.0223541246942527,up,0,29.6,,1,False
nba,blocks_under,2.4,joel_embiid,Joel Embiid,Philadelphia 76ers,Boston Celtics,2025-05-13,away,True,False,False,healthy,indoor,28,0.4,0.0,1.8,0.6,2.112619254536283,down,1,3.4,,1,False
nba,blocks_under,5.6,jayson_tatum,Jayson Tatum,Boston Celtics,Milwaukee Bucks,2025-01-13,away,False,False,False,healthy,indoor,19,6.1,7.7,6.4,-0.8,2.0727800606646234,down,0,3.4,,1,False
nba,blocks_under,4.2,lebron_james,LeBron James,Los Angeles Lakers,Chicago Bulls,2025-08-16,away,False,False,False,healthy,indoor,16,3.9,4.7,4.2,0.0,1.9479674416429178,stable,0,-0.6,,1,False
nba,points_under,26.9,stephen_curry,Stephen Curry,Golden State Warriors,Los Angeles Lakers,2025-06-02,home,False,False,False,healthy,indoor,20,26.1,23.7,25.4,1.5,2.166158548062311,stable,1,22.0,,1,True
nba,blocks_over,4.6,lebron_james,LeBron James,Los Angeles Lakers,Boston Celtics,2025-07-02,away,False,True,False,healthy,indoor,3,7.5,5.6,5.3,-0.7,2.1129101498074987,stable,1,1.5,,0,False
nba,minutes_over,2.6,luka_doncic,Luka Doncic,Dallas Mavericks,Chicago Bulls,2025-02-17,away,False,False,False,healthy,indoor,1,5.0,1.5,3.4,-0.8,2.12376749503802,down,0,0.3,,1,False
nba,rebounds_over,10.6,nikola_jokic,Nikola Jokic,Denver Nuggets,Philadelphia 76ers,2024-11-29,away,False,False,False,healthy,indoor,29,10.3,10.4,11.7,-1.1,1.965064103422607,up,0,9.5,,1,False
nba,steals_over,5.6,nikola_jokic,Nikola Jokic,Denver Nuggets,Golden State Warriors,2025-01-04,home,False,False,False,healthy,indoor,23,3.9,4.8,4.6,1.0,2.0479301426908316,down,1,9.5,,1,False
nba,rebounds_under,4.9,stephen_curry,Stephen Curry,Golden State Warriors,Dallas Mavericks,2024-09-11,away,False,False,False,healthy,indoor,16,3.0,6.1,5.0,-0.1,2.121495239297337,up,0,5.9,,1,False
nba,assists_over,6.3,kevin_durant,Kevin Durant,Phoenix Suns,Philadelphia 76ers,2025-08-14,home,True,True,False,healthy,indoor,11,8.6,6.1,7.5,-1.2,1.8217231552750253,down,0,4.9,,0,False
nba,points_over,28.1,jayson_tatum,Jayson Tatum,Boston Celtics,Dallas Mavericks,2025-01-04,away,False,False,False,healthy,indoor,21,29.6,28.9,30.1,-2.0,2.08482701398884,up,0,23.2,,1,False
nba,rebounds_over,8.2,kevin_durant,Kevin Durant,Phoenix Suns,Los Angeles Lakers,2025-07-23,home,False,False,False,healthy,indoor,27,7.7,7.7,9.3,-1.1,1.9330943321176557,up,1,4.3,,1,False
nba,points_over,13.5,luka_doncic,Luka Doncic,Dallas Mavericks,Golden State Warriors,2024-09-11,away,False,True,False,questionable,indoor,13,14.8,17.9,17.7,-4.2,2.0491085264919224,down,0,6.3,,0,False
nba,assists_over,8.2,nikola_jokic,Nikola Jokic,Denver Nuggets,Chicago Bulls,2025-06-23,home,False,False,False,healthy,indoor,21,10.4,8.1,9.5,-1.3,1.9332591790512783,stable,1,3.9,,1,False
nba,rebounds_under,6.7,luka_doncic,Luka Doncic,Dallas Mavericks,Golden State Warriors,2024-11-12,home,False,True,False,healthy,indoor,25,3.5,7.3,6.3,0.4,1.8326931947767844,stable,0,4.5,,0,False
nba,minutes_over,0.5,luka_doncic,Luka Doncic,Dallas Mavericks,Philadelphia 76ers,2024-11-28,home,False,False,False,healthy,indoor,7,1.0,-0.6,1.3,-0.8,1.9825660824507514,stable,1,1.4,,1,False
nba,assists_under,6.5,jayson_tatum,Jayson Tatum,Boston Celtics,Denver Nuggets,2025-05-31,home,False,True,False,healthy,indoor,19,6.3,5.0,5.2,1.3,2.07829781827728,up,1,6.5,,0,False
nba,rebounds_under,9.5,stephen_curry,Stephen Curry,Golden State Warriors,Phoenix Suns,2024-12-16,away,False,False,False,healthy,indoor,2,7.3,8.5,8.3,1.2,2.0913997426193713,stable,1,13.1,,1,False
nba,steals_under,7.1,stephen_curry,Stephen Curry,Golden State Warriors,Denver Nuggets,2025-01-25,away,False,False,False,healthy,indoor,30,7.3,9.3,7.3,-0.2,2.076183392139854,up,0,2.0,,1,False
nba,points_over,34.1,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Dallas Mavericks,2024-10-19,away,False,False,False,questionable,indoor,12,28.7,29.7,31.3,2.8,1.838131424097513,down,0,35.1,,1,False
nba,minutes_over,6.9,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Miami Heat,2025-01-19,home,False,False,False,healthy,indoor,13,5.3,7.2,7.0,-0.1,2.028496758630111,down,0,1.7,,1,False
nba,minutes_under,5.6,lebron_james,LeBron James,Los Angeles Lakers,Chicago Bulls,2025-08-13,home,False,False,False,healthy,indoor,28,8.4,8.0,6.4,-0.8,1.986271826656435,down,1,7.7,,1,False
nba,blocks_over,1.4,kevin_durant,Kevin Durant,Phoenix Suns,Milwaukee Bucks,2025-02-27,home,True,False,False,healthy,indoor,7,3.3,1.9,1.3,0.1,2.020722552001266,stable,0,3.0,,1,False
nba,rebounds_over,11.5,luka_doncic,Luka Doncic,Dallas Mavericks,Golden State Warriors,2024-12-30,away,False,True,False,healthy,indoor,2,11.5,9.2,9.7,1.8,1.885748368539429,stable,1,10.5,,0,False
nba,threes_over,6.6,joel_embiid,Joel Embiid,Philadelphia 76ers,Miami Heat,2024-12-14,home,False,False,False,healthy,indoor,23,6.2,4.9,6.1,0.5,2.071299623994846,up,0,6.1,,1,False
nba,points_under,14.8,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Miami Heat,2025-06-24,home,True,False,False,healthy,indoor,14,20.2,19.1,19.5,-4.7,2.0449957303844246,down,1,9.8,,1,False
nba,points_over,28.3,kevin_durant,Kevin Durant,Phoenix Suns,Philadelphia 76ers,2025-02-15,home,False,False,False,healthy,indoor,25,26.8,30.8,29.3,-1.0,1.92508080485758,up,1,30.1,,1,True
nba,minutes_over,4.6,luka_doncic,Luka Doncic,Dallas Mavericks,Phoenix Suns,2025-07-15,home,True,False,False,healthy,indoor,19,1.0,3.9,3.9,0.7,1.8037953394087258,down,1,6.5,,1,False
nba,assists_under,3.5,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Boston Celtics,2024-09-30,away,False,False,False,healthy,indoor,10,7.5,6.8,5.1,-1.6,2.0129991902172493,up,1,6.9,,1,False
nba,points_over,17.5,jayson_tatum,Jayson Tatum,Boston Celtics,Los Angeles Lakers,2025-03-25,home,False,False,False,healthy,indoor,27,19.4,18.5,16.9,0.6,2.195579569131083,down,0,12.0,,1,False
nba,steals_over,6.3,joel_embiid,Joel Embiid,Philadelphia 76ers,Dallas Mavericks,2025-02-13,away,False,False,False,healthy,indoor,1,5.3,7.5,7.2,-0.9,1.8252700490152094,down,0,0.3,,1,False
nba,minutes_over,2.2,luka_doncic,Luka Doncic,Dallas Mavericks,Philadelphia 76ers,2024-11-26,away,False,False,False,healthy,indoor,23,1.7,3.0,3.2,-1.0,1.8347146133339562,up,0,-5.4,,1,False
nba,steals_under,7.1,luka_doncic,Luka Doncic,Dallas Mavericks,Miami Heat,2025-07-10,home,False,False,False,healthy,indoor,6,5.6,7.5,6.6,0.5,1.9642603868302624,down,0,2.4,,1,False
nba,assists_over,8.4,luka_doncic,Luka Doncic,Dallas Mavericks,Los Angeles Lakers,2025-07-28,home,True,False,False,healthy,indoor,25,6.2,7.8,8.9,-0.5,2.153501240432057,down,1,8.5,,1,False
nba,steals_over,4.9,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Dallas Mavericks,2025-07-28,home,False,False,False,healthy,indoor,5,5.3,4.1,5.4,-0.5,1.9376813573741476,stable,0,5.0,,1,False
nba,points_over,23.6,joel_embiid,Joel Embiid,Philadelphia 76ers,Chicago Bulls,2024-11-28,home,True,False,False,questionable,indoor,13,17.0,18.5,19.6,4.0,1.9890288764676285,up,0,16.3,,1,False
nba,blocks_under,8.4,lebron_james,LeBron James,Los Angeles Lakers,Dallas Mavericks,2025-06-03,away,False,False,False,questionable,indoor,23,7.2,5.8,7.7,0.7,1.9422348447158155,up,1,10.2,,1,False
nba,blocks_over,6.2,luka_doncic,Luka Doncic,Dallas Mavericks,Philadelphia 76ers,2024-11-20,away,True,False,False,healthy,indoor,21,8.3,6.1,6.3,-0.1,1.9305940028749693,stable,0,-0.3,,1,False
nba,points_over,25.4,stephen_curry,Stephen Curry,Golden State Warriors,Milwaukee Bucks,2025-03-27,away,False,False,False,doubtful,indoor,22,22.8,23.9,24.6,0.8,2.07733489723143,stable,1,29.3,,1,False
nba,threes_over,6.3,luka_doncic,Luka Doncic,Dallas Mavericks,Phoenix Suns,2024-09-03,away,False,False,False,healthy,indoor,8,7.5,5.3,5.8,0.5,2.114481161418553,down,1,6.8,,1,False
nba,rebounds_over,7.0,stephen_curry,Stephen Curry,Golden State Warriors,Dallas Mavericks,2024-09-22,away,False,False,False,healthy,indoor,27,4.8,8.6,6.7,0.3,1.8221209515542136,down,1,5.8,,1,True
nba,points_under,20.1,joel_embiid,Joel Embiid,Philadelphia 76ers,Golden State Warriors,2024-10-30,home,False,False,False,healthy,indoor,8,23.0,21.9,20.1,-0.0,2.161251342293166,stable,1,17.4,,1,True
nba,rebounds_under,10.0,nikola_jokic,Nikola Jokic,Denver Nuggets,Boston Celtics,2024-10-08,home,False,False,False,healthy,indoor,15,6.3,9.3,8.1,1.9,2.1817264653172233,stable,0,6.8,,1,False
nba,assists_under,4.9,kevin_durant,Kevin Durant,Phoenix Suns,Philadelphia 76ers,2024-09-13,away,True,False,False,healthy,indoor,26,3.4,4.4,6.0,-1.1,1.9704051586761548,up,0,5.3,,1,False
nba,points_under,14.1,kevin_durant,Kevin Durant,Phoenix Suns,Boston Celtics,2025-07-12,away,False,False,False,healthy,indoor,28,16.6,17.3,18.7,-4.6,2.098581291179009,up,1,13.1,,1,False
nba,threes_over,4.8,kevin_durant,Kevin Durant,Phoenix Suns,Dallas Mavericks,2025-03-11,home,True,False,False,healthy,indoor,24,6.6,3.6,4.2,0.6,2.1417074870075288,up,0,3.5,,1,False
nba,points_over,29.9,stephen_curry,Stephen Curry,Golden State Warriors,Phoenix Suns,2024-10-31,home,False,True,False,healthy,indoor,6,23.9,23.5,25.2,4.7,1.8041881854645598,down,0,22.7,,0,False
nba,threes_under,4.6,lebron_james,LeBron James,Los Angeles Lakers,Phoenix Suns,2024-11-22,home,False,False,False,healthy,indoor,4,2.1,1.9,3.8,0.8,2.106016989937322,up,1,4.1,,1,False
nba,steals_under,4.4,kevin_durant,Kevin Durant,Phoenix Suns,Boston Celtics,2024-12-26,away,False,False,False,healthy,indoor,4,1.9,2.8,3.8,0.6,2.0057167812119148,down,1,5.2,,1,False
nba,minutes_over,2.7,jayson_tatum,Jayson Tatum,Boston Celtics,Philadelphia 76ers,2025-06-23,away,False,False,False,healthy,indoor,7,4.7,0.5,2.1,0.6,2.0466038559539723,stable,0,2.8,,1,False
nba,points_under,19.1,luka_doncic,Luka Doncic,Dallas Mavericks,Milwaukee Bucks,2025-06-06,away,False,False,False,healthy,indoor,29,18.7,20.3,19.1,-0.0,1.9688245937870834,down,0,17.6,,1,False
nba,blocks_over,0.8,kevin_durant,Kevin Durant,Phoenix Suns,Philadelphia 76ers,2025-05-18,away,False,False,False,healthy,indoor,16,0.4,0.7,1.8,-1.0,1.9052465070740179,stable,1,4.2,,1,False
nba,assists_over,2.2,stephen_curry,Stephen Curry,Golden State Warriors,Chicago Bulls,2025-08-02,home,False,False,False,healthy,indoor,29,0.4,2.2,2.1,0.1,2.0481223302787455,stable,0,2.3,,1,True
nba,steals_under,2.6,stephen_curry,Stephen Curry,Golden State Warriors,Miami Heat,2025-07-23,away,False,False,False,healthy,indoor,18,2.9,2.5,2.0,0.6,2.013745651056786,down,1,-2.0,,1,False
nba,points_under,27.8,lebron_james,LeBron James,Los Angeles Lakers,Golden State Warriors,2025-03-22,home,False,False,False,healthy,indoor,26,28.1,29.8,27.9,-0.1,2.018426519195306,up,0,24.5,,1,False
nba,points_under,26.2,stephen_curry,Stephen Curry,Golden State Warriors,Philadelphia 76ers,2025-05-19,away,False,False,False,doubtful,indoor,20,26.7,30.7,29.1,-2.9,1.916553896139005,down,1,24.8,,1,False
nba,assists_under,6.8,jayson_tatum,Jayson Tatum,Boston Celtics,Golden State Warriors,2025-03-13,home,False,False,False,questionable,indoor,21,7.1,6.7,8.1,-1.3,2.0180936014039195,up,0,0.2,,1,False
nba,blocks_under,3.4,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Miami Heat,2025-07-02,home,True,False,False,healthy,indoor,8,3.6,5.8,4.4,-1.0,1.872596219961372,stable,1,5.1,,1,True
nba,blocks_under,2.3,stephen_curry,Stephen Curry,Golden State Warriors,Philadelphia 76ers,2025-01-12,home,False,False,False,healthy,indoor,19,-0.8,2.0,1.4,0.9,1.9317978232037538,stable,0,-5.3,,1,False
nba,points_over,29.8,jayson_tatum,Jayson Tatum,Boston Celtics,Denver Nuggets,2025-05-22,away,True,False,False,healthy,indoor,15,30.8,30.1,28.1,1.7,1.8350184057979413,stable,1,25.9,,1,False
nba,blocks_over,0.8,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Phoenix Suns,2024-08-29,away,True,False,False,questionable,indoor,8,4.3,0.7,1.4,-0.6,2.014725943827027,up,0,-1.8,,1,False
nba,blocks_over,2.8,luka_doncic,Luka Doncic,Dallas Mavericks,Boston Celtics,2025-07-07,away,True,True,False,questionable,indoor,5,-0.3,1.7,2.6,0.2,2.0038629852373018,up,0,3.8,,0,False
nba,assists_over,3.8,giannis_antetokounmpo,Giannis Antetokounmpo,Milwaukee Bucks,Miami Heat,2025-03-12,home,False,True,False,healthy,indoor,11,6.4,3.1,5.0,-1.2,2.1235455741035487,down,1,4.3,,0,False
nba,rebounds_under,10.1,joel_embiid,Joel Embiid,Philadelphia 76ers,Phoenix Suns,2024-09-23,home,False,False,False,healthy,indoor,24,7.6,10.1,10.0,0.1,1.8988292337995494,down,0,11.1,,1,False
nba,rebounds_under,3.4,luka_doncic,Luka Doncic,Dallas Mavericks,Boston Celtics,2024-10-14,away,False,False,False,healthy,indoor,19,5.2,6.7,4.8,-1.4,2.0448671632153785,down,1,7.1,,1,False
nba,rebounds_over,4.0,jayson_tatum,Jayson Tatum,Boston Celtics,Los Angeles Lakers,2025-02-07,home,True,False,False,healthy,indoor,6,2.2,5.7,5.2,-1.2,2.061454111589523,up,1,1.0,,1,False
